User,Accident [Y/N],Year,Folder Name,Video Name,Link,Video Length [sec],Pre collission [sec],Collission [sec],Post collission [sec],"Light conditions [Sunny, Cloudy, Rainy, Showy, Night]","Text on Video [NO, Upper Right corner, Upper Left Corner, Lower Right Corner, Lower Left Corner]",Camera Location (if shown),Day of accident (if shown),Time of collission (if shown),"Type of Accident [Rear ended, With object, T-bone, Other]",Camera Moved [Y/N],Camera Move Time [sec],Other Comments
An,Y,2019,20190830 DM 4-Mile Creek Crash,DMTV54-2019-08-30_14h46min20s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666318800217,32,14,16,22,Sunny,Upper Left Corner,West I-80 Overpass @ NE 38th St,"8,30,2019",14:46:39,Rear ended,N,,A truck was fast and crashed with another truck.
An,N,2019,20190830 SC North Gordon Dr. at Virginia St. Crash,SCTV19-2019-08-30_08h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666324393164,3599,NA,NA,NA,Sunny,Upper Left Corner,East Gordon Dr. @ Nebraska St.,"8,30,2019",,NA,N,,Normal traffic.
An,N,2019,20190831 SC North Gordon Dr. at Virginia St. Crash,SCTV20-2019-08-30_08h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666320047833,3600,NA,NA,NA,Sunny,Upper Left Corner,North Gordon Dr. @ Virginia St.,"8,30,2019",,NA,N,,No accident.
An,N,2019,20190832 SC North Gordon Dr. at Virginia St. Crash,SCTV25-2019-08-30_08h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317064803,3600,NA,NA,NA,Sunny,Upper Left Corner,North S. Lewis @ Gordon Dr.,"8,30,2019",,NA,N,,No accident.
An,Y,2019,20190907 DM I-35 at NE Mixmaster Crash,DMTV87-2019-09-07_18h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666314851765,3601,NA,NA,NA,"Rainy, Cloudy",Upper Left Corner,South I-35/I-80 Ramp @ NE Mixmaster,"9,07,2019",,NA,Y,3594,"Accident not on camera, just show traffic jam."
An,Y,2019,20190908 DM I-35 at NE Mixmaster Crash,DMTV88-2019-09-07_18h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666315480619,3600,NA,NA,NA,"Rainy, Cloudy",Upper Left Corner,North I-35/I-80 Ramp @ NE Mixmaster,"9,07,2019",,NA,Y,2531,A truck crashed and got out of the highway.
An,Y,2019,20190909 DM I-35 at NE Mixmaster Crash,DMTV88-2019-09-07_18h35min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666314749800,1201,NA,NA,NA,"Rainy, Cloudy",Upper Left Corner,North I-35/I-80 Ramp @ NE Mixmaster,"9,07,2019",,NA,Y,433,A truck got out of the road.
An,Y,2019,20190910 DM I-35 at NE Mixmaster Crash,DMTV89-2019-09-07_18h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317803806,3601,NA,NA,NA,"Rainy, Cloudy",Upper Left Corner,East I-80 @ East of E 14th St,"9,07,2019",,NA,Y,2696,The tail of the truck fell off the highway.
An,N,2019,20190907 DM I-8035 at NE 22nd St Semi crash,DMTV88-2019-09-07_18h42min28s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317492341,38,NA,NA,NA,"Rainy, Cloudy",Upper Left Corner,West I-35/I-80 Ramp @ NE Mixmaster,"9,07,2019",,NA,Y,37,No accident.
An,N,2019,20190909 DM I-235 MP 6 light pole crash,DMTV12-2019-09-09_00h10min10s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666314715353,59,NA,NA,NA,Night,Upper Left Corner,East I-235 @ 31st St,"9,09,2019",,NA,N,,No accident.
An,Y,2019,20190909 DM I-35 at NE Mixmaster Crash,DMTV01-2019-09-09_06h35min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666316750298,900,NA,NA,NA,Evening,Upper Left Corner,North I-35/80  @ East Mix,"9,09,2019",,NA,Y,27,A truck was crossed in the middle of the road.
An,N,2019,20190910 DM I-35 at NE Mixmaster Crash,DMTV58-2019-09-09_06h35min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666320862264,901,NA,NA,NA,Night,Upper Left Corner,East I-60 @ East Mix Master,"9,09,2019",,NA,N,,Bad Quality Video. It just show traffic jam.
An,N,2019,20190909 WL I-380 2Q workzone crash,WLTV06-2019-09-09_02h28min30s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666316205563,90,NA,NA,NA,Night,Upper Left Corner,East  I-380 @ Cedar River,"9,09,2019",,NA,N,,"It looks like there's an accident but, could not see it. Not much traffic."
An,N,2019,20190913 DM I-80 NE Mix truck crash,DMTV01-2019-09-13_01h30min.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317426573,1800,NA,NA,NA,Night,Upper Left Corner,North I-35/80  @ East Mix,"9,13,2019",,NA,N,,No accident.
An,N,2019,20190914 DM I-80 NE Mix truck crash,DMTV87-2019-09-13_01h30min.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319292467,1801,NA,NA,NA,Night,Upper Left Corner,South I-35/I-80 Ramp @ NE Mixmaster,"9,13,2019",,NA,N,,No accident.
An,N,2019,20190915 DM I-80 NE Mix truck crash,DMTV88-2019-09-13_01h30min.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317095082,1802,NA,NA,NA,Night,Upper Left Corner,East I-35/I-80 Ramp @ NE Mixmaster,"9,13,2019",,NA,N,,No accident.
An,N,2019,20190916 DM I-80 NE Mix truck crash,DMTV88-2019-09-13_02h00min.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317639460,1800,NA,NA,NA,Night,Upper Left Corner,East I-35/I-80 Ramp @ NE Mixmaster,"9,13,2019",,NA,N,,No accident.
An,N,2019,20190917 DM I-80 NE Mix truck crash,DMTV89-2019-09-13_01h30min.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666316975238,1801,NA,NA,NA,Night,Upper Left Corner,South I-35/I-80 Ramp @ NE Mixmaster,"9,13,2019",,NA,N,,No accident.
An,Y,2019,20190914 AM US 30 Rain Delay Traffic and crashes,AMTV17-2019-09-14_18h14min30s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322288834,3600,NA,1938,1940,Sunny,Upper Left Corner,US30 at Duff 2. US 30 East,"9,14,2019",,Rear ended,Y,1051,"Accident not on camera,  traffic jam. Also,  three vehicles crashed."
An,Y,2019,20190915 AM US 30 Rain Delay Traffic and crashes,AMTV18-2019-09-14_18h14min30s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666317931036,3601,149,150,156,"Rainy, Sunny",Upper Left Corner,I-35 @ US30 N,"9,14,2019",,Rear ended,Y,1156,A 4x4 truck hit many cars.
An,N,2019,20190914 DM I-235 at E 12th Crash,DMTV06-2019-09-14_09h45min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322603080,2699,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ E 12th St,"9,14,2019",,NA,N,,No accident.
An,N,2019,20190915 DM I-35 at Grand Crash,DMTV36-2019-09-15_04h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322767299,1800,NA,NA,NA,Night,Upper Left Corner,North IA 5 WB to I-35 SB ramp,"9,15,2019",,NA,N,,No accident.
An,N,2019,20190916 DM I-35 at Grand Crash,DMTV49-2019-09-15_04h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319711003,1799,NA,NA,NA,Night,Upper Left Corner,North I-35 @ Grand,"9,15,2019",,NA,N,,It's too dark.
An,Y,2019,20190917 DM I-35 at Grand Crash,DMTV50-2019-09-15_04h00min00s000ms_1.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319832963,2701,NA,NA,1846,Night,Upper Left Corner,North I-35 @ Nills Civic,"9,15,2019",,Overturned,N,,This video shows a car sparkling and falling overturned.
An,Y,2019,20190916 CR I-380 at 1st Ave SW Crash,CRTV09-2019-09-16_17h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666320475001,900,NA,NA,NA,Sunny,Upper Left Corner,East I-380 @ 1st Ave,"9,15,2019",,NA,Y,557,"Accident not on camera, it could not see it."
An,Y,2019,20190916 WL US 20 WB Work Zone Crash,WLTV01-2019-09-16_12h23min07s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666321117345,113,NA,15,21,Sunny,Upper Left Corner,East US 20 @ Ansborough Ave,"9,16,2019",,Other,N,,A car loose the control and got out of the road.
An,N,2019,20190920 DM I-235 at 2nd Ave Crash,DMTV07-2019-09-20_09h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666333379563,10800,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ 2nd Street,"9,20,2019",,NA,N,,No accident.
An,Y,2019,20190920 DM I-235 at 2nd Ave Crash,DMTV07-2019-09-20_12h00min00s000ms_1.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666333889120,10800,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ 2nd Street,"9,20,2019",,Rear ended,Y,8005,It looks like 3 vehicles collided.
An,N,2019,20190920 DM I-235 at 2nd Ave Crash,DMTV07-2019-09-20_15h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666327322688,7200,NA,NA,NA,Sunny,Upper Left Corner,East I-235 @ 2nd Street,"9,20,2019",,NA,Y,207,No accident.
An,N,2019,20190920 DM I-235 at Polk Blvd Crash,DMTV07-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666324654041,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ 2nd Street,"9,20,2019",,NA,N,,No accident.
An,N,2019,20190921 DM I-235 at Polk Blvd Crash,DMTV08-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319566329,1201,NA,NA,NA,Sunny,Upper Left Corner,West I-235 Bridge @ 7th st,"9,20,2019",,NA,Y,184,No accident.
An,N,2019,20190922 DM I-235 at Polk Blvd Crash,DMTV09-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666321182921,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ Keo Way,"9,20,2019",,NA,Y,82,No accident.
An,N,2019,20190923 DM I-235 at Polk Blvd Crash,DMTV10-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322919010,1201,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ MLK Jr PKWY,"9,20,2019",,NA,Y,143,No accident.
An,Y,2019,20190924 DM I-235 at Polk Blvd Crash,DMTV11-2019-09-20_08h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319762882,1195,NA,NA,NA,Sunny,Upper Left Corner,West I-235 EB @ 28th St,"9,20,2019",,NA,Y,823,The accident it's not explicitly shown on the camera.
An,Y,2019,20190925 DM I-235 at Polk Blvd Crash,DMTV11-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666327461525,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-235 EB @ 28th St,"9,20,2019",,NA,Y,228,Accident not clear on camera.
An,N,2019,20190926 DM I-235 at Polk Blvd Crash,DMTV12-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666325837352,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-235 @ 31st St,"9,20,2019",,NA,N,,No accident.
An,N,2019,20190927 DM I-235 at Polk Blvd Crash,DMTV13-2019-09-20_08h50min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666324324432,1201,NA,NA,NA,Sunny,Upper Left Corner,East I-235 @ 42nd St,"9,20,2019",,NA,N,,No accident.
An,N,2019,20190928 DM I-235 at Polk Blvd Crash,DMTV14-2019-09-20_08h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666323276075,901,NA,NA,NA,Sunny,Upper Left Corner,East I-235 @ Polk Blvc,"9,20,2019",,NA,N,,No accident.
An,N,2019,20190920 DM I-80 at Grand Prairie Parkway Crash,DMTV18-2019-09-20_07h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666321641300,4200,NA,NA,NA,Sunny,Upper Left Corner,East I-80 Jordan Creek Pooky,"9,20,2019",,NA,Y,50,No accident.
An,Y,2019,20190921 DM I-80 at Grand Prairie Parkway Crash,DMTV48-2019-09-20_07h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666325300090,4200,NA,NA,NA,"Sunny, Foggy",Upper Left Corner,West I-80 @ Grand Prairie Parkway,"9,20,2019",,NA,Y,255,"Accident not on camera, it just show much traffic jam."
An,N,2019,20190922 DM I-80 at Grand Prairie Parkway Crash,DMTV70-2019-09-20_07h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322117588,4200,NA,NA,NA,Sunny,Upper Left Corner,East I-80 @ Ashworth Rd,"9,20,2019",,NA,Y,228,Accident not clear. A SUV got out of the road.
An,Y,2019,20190920 WL US 20 at Ansborough Ave Crash,WLTV01-2019-09-20_15h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322783117,900,288,289,294,Sunny,Upper Left Corner,West  US 20 @ Ansborough Ave,"9,20,2019",,Rear ended,Y,717,A car crashed with 2 vehicles.
An,Y,2019,20190921 WL US 20 at Ansborough Ave Crash,WLTV01-2019-09-20_15h43min45s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666327138379,2957,63,64,69,Sunny,Upper Left Corner,West  US 20 @ Ansborough Ave,"9,20,2019",,Rear ended,Y,492,"A car hit 2 vehicles, almost 3."
An,Y,2019,20190922 WL US 20 at Ansborough Ave Crash,WLTV01-2019-09-20_15h44min00s000ms_short.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666323242333,120,48,49,52,Sunny,Upper Left Corner,West  US 20 @ Ansborough Ave,"9,20,2019",,Rear ended,N,,A car crashed with 2 vehicles.
An,N,2019,20190922 DM I-235 EB at 22nd St Crash - Rain,DMTV16-2019-09-22_10h56min35s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666325639423,56,NA,NA,NA,Rainy,Upper Left Corner,East I-235 @ 22nd St,"9,22,2019",,NA,N,,No accident.
An,N,2019,20190923 CB I-80 at East I-29 Interchange Crash,CBTV01-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666320537761,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-80 EB Missouri River Bridge,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190924 CB I-80 at East I-29 Interchange Crash,CBTV02-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666328441563,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-80/I-29 Interchange Ramp,"9,23,2019",,NA,N,,No accident.
An,Y,2019,20190925 CB I-80 at East I-29 Interchange Crash,CBTV05-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666321060261,1200,NA,NA,NA,Sunny,Upper Left Corner,South I-29/I-80 @ S. Expressway,"9,23,2019",,NA,Y,206,"Accident not clear, a SUV got stopped of one side of the road."
An,N,2019,20190926 CB I-80 at East I-29 Interchange Crash,CBTV07-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666326275512,1200,NA,NA,NA,Sunny,Upper Left Corner,South I-80 @ Harry Langdon,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190927 CB I-80 at East I-29 Interchange Crash,CBTV08-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319606144,1200,NA,NA,NA,Sunny,Upper Left Corner,South I-80 @ Madison Avenue,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190928 CB I-80 at East I-29 Interchange Crash,CBTV17-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666325484890,1200,NA,NA,NA,Sunny,Upper Left Corner,South  I29 @ Nebraska Ave,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190929 CB I-80 at East I-29 Interchange Crash,CBTV45-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666320956549,1200,NA,NA,NA,Sunny,Upper Left Corner,North I-29 @ W of 24th St,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190930 CB I-80 at East I-29 Interchange Crash,CBTV46-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666325737329,1200,NA,NA,NA,Sunny,Upper Left Corner,West -29/80 @ West of 24th Street,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190931 CB I-80 at East I-29 Interchange Crash,CBTV48-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666327633493,1200,NA,NA,NA,Sunny,Upper Left Corner,East I-29/80 @ WB 0n Ramp S Expressway,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190932 CB I-80 at East I-29 Interchange Crash,CBTV49-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666323158377,1200,NA,NA,NA,Sunny,Upper Left Corner,East  I-80 @ 24th St/I-29 Exit,"9,23,2019",,NA,Y,435,No accident.
An,N,2019,20190933 CB I-80 at East I-29 Interchange Crash,CBTV50-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666323776584,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ West I-29 I/C,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190934 CB I-80 at East I-29 Interchange Crash,CBTV50-2019-09-23_18h30min00s000ms_1.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666324139347,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ West I-29 I/C,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190935 CB I-80 at East I-29 Interchange Crash,CBTV51-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666319604272,1200,NA,NA,NA,Sunny,Upper Left Corner,East  I-29/80 @ EB 24th St Exit Ramp,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190936 CB I-80 at East I-29 Interchange Crash,CBTV52-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666326999802,1200,NA,NA,NA,Sunny,Upper Left Corner,North I-29 @ North of West I-29 Interchange,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190937 CB I-80 at East I-29 Interchange Crash,CBTV56-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666320632960,1200,NA,NA,NA,Sunny,Upper Left Corner,East  I-29/80 @ S Expressway,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190938 CB I-80 at East I-29 Interchange Crash,CBTV57-2019-09-23_18h20min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666324184201,900,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ East I-29 Interchange,"9,23,2019",,NA,N,,A vehicle get stopped on an edge of the road.
An,N,2019,20190939 CB I-80 at East I-29 Interchange Crash,CBTV57-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322786206,1200,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ East I-29 Interchange,"9,23,2019",,NA,N,,It's not clear. A vehicle comes and stopped on an edge of the road.
An,N,2019,20190940 CB I-80 at East I-29 Interchange Crash,CBTV58-2019-09-23_18h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666322624681,1200,NA,NA,NA,Sunny,Upper Left Corner,West  I-80 WB @ Woodbury Ave,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190923 DM I-235 at Euclid Crash,DMTV02-2019-09-23_06h30min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666328486548,3601,NA,NA,NA,"Night, Foggy, Sunny",Upper Left Corner,North I-235 Overpass Center @ Euclid,"9,23,2019",,NA,Y,1115,A vehicle is stopped on an edge of the road.
An,Y,2019,20190923 DM I-80 at E 14th Multi Veh Crash,DMTV23-2019-09-23_21h20min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666326216478,1500,NA,NA,NA,Night,Upper Left Corner,East  I-35/80 @ 2nd Ave,"9,23,2019",,NA,Y,862,"Accident not clear on camera. But, the ambulance has shown in the scene."
An,Y,2019,20190924 DM I-80 at E 14th Multi Veh Crash,DMTV23-2019-09-23_21h25min00s000ms_1.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666323837363,1200,NA,NA,NA,Night,Upper Left Corner,East  I-35/80 @ 2nd Ave,"9,23,2019",,NA,Y,562,"Accident not clear on camera. But, the ambulance has shown in the scene."
An,N,2019,20190925 DM I-80 at E 14th Multi Veh Crash,DMTV24-2019-09-23_21h25min00s000ms_1.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666327546546,1200,NA,NA,NA,Night,Upper Left Corner,East  I-35/80 @ E 14th,"9,23,2019",,NA,N,,No accident.
An,N,2019,20190926 DM I-80 at E 14th Multi Veh Crash,DMTV43-2019-09-23_21h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666351785399,3600,NA,NA,NA,Night,Upper Left Corner,East I-35/80 Mrngstr(DM43),"9,23,2019",,NA,Y,2075,Accident not clear on camera. Too much car's light.
An,N,2019,20190927 DM I-80 at E 14th Multi Veh Crash,DMTV43-2019-09-23_21h20min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666345584999,1500,NA,NA,NA,Night,Upper Left Corner,East I-35/80 Mrngstr(DM43),"9,23,2019",,NA,Y,875,Accident not clear on camera. Too much light.
An,N,2019,20190928 DM I-80 at E 14th Multi Veh Crash,DMTV43-2019-09-23_21h25min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666328753623,1200,NA,NA,NA,Night,Upper Left Corner,East I-35/80 Mrngstr(DM43),"9,23,2019",,NA,Y,575,Accident not clear on camera. Too much light.
An,N,2019,20190929 DM I-80 at E 14th Multi Veh Crash,DMTV43-2019-09-23_21h25min00s000ms_1.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666325446305,600,NA,NA,NA,Night,Upper Left Corner,East I-35/80 Mrngstr(DM43),"9,23,2019",,NA,Y,574,No accident. Too much light.
An,N,2019,20190924 D1 IA 415 at MM3 Work Zone Crash,IWZ3167-2019-09-24_07h00min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666327666644,3586,NA,NA,NA,Cloudy,Upper Left Corner,North IA-415 North of NW 60th Ave,"9,24,2019",,NA,N,,No accident.
An,Y,2019,20190927 CB I-29 at IA 370 Crash,CBTV13-2019-09-27_16h40min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666344735199,11875,NA,NA,NA,"Sunny, Night",Upper Left Corner,South I-29 @ Hwy 370,"9,27,2019",,NA,Y,1273,It looks like a 4x4 truck collided.
An,N,2019,20190927 DM I-235 at Guthrie Crash,DMTV03-2019-09-27_12h15min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666334870162,1800,NA,NA,NA,"Foggy, Rainy",Upper Left Corner,North I-235 @ Guthrie Ave,"9,27,2019",,NA,N,,No accident.
An,N,2019,20190928 DM I-235 at Guthrie Crash,DMTV04-2019-09-27_12h15min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666340363700,1801,NA,NA,NA,"Cloudy, Sunny",Upper Left Corner,West I-235 @ E 21st,"9,27,2019",,NA,N,,No accident.
An,N,2019,20190929 DM I-235 at Guthrie Crash,DMTV71-2019-09-27_12h15min00s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666341487353,1801,NA,NA,NA,"Rainy, Sunny",Upper Left Corner,West I-235 @ University BVD,"9,27,2019",,NA,N,,No accident.
An,Y,2019,20190928 CR I-380 MP 15 crash,CRTV03-2019-09-28_00h33min45s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666340334149,121,NA,NA,19,Night,Upper Left Corner,North I-380 @76th Ave,"9,28,2019",,NA,N,,Accident is not clear on camera. It looks like a car looses the control.
An,N,2019,20191001 CB I-80 at I-29 Semi Crash,CBTV02-2019-10-01_19h39min30s000ms.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/666333040688,60,NA,NA,NA,Night,Upper Left Corner,East I-80/I-29 Interchange Ramp,"10,01,2019",,NA,N,,A bus veers off the road.
